scripCode,companyName,change,change,change
532395,Axiscades Technologies Ltd,8.65,6.5,-12.75
500191,HMT LTD.,2,1.02,-0.75
526807,SEAMEC LTD.,9.15,17.1,-39.05
543434,Supriya Lifescience Ltd,1,-0.85,-5.5
524051,POLYPLEX CORPORATION LTD.,0.05,-1.75,-7.55
539404,Satin Creditcare Network Ltd,0.15,-0.15,-7.05
590051,SAKSOFT LTD.,-0.2,-2.9,-10.35
539301,Arvind SmartSpaces Ltd,-31.65,-29.4,-8.3
500108,MAHANAGAR TELEPHONE NIGAM LTD.,2.61,1.43,-0.63
533137,Den Networks Ltd,0.7,0.44,-1.27
542460,The Anup Engineering Ltd,-0.6,-61.7,11.1
524667,SAVITA OIL TECHNOLOGIES LTD.,7.5,7.35,13.6
531266,V.S.T.TILLERS TRACTORS LTD.-$,8.75,13.4,-18.55
540768,Mahindra Logistics Ltd,13.5,11.55,-5.95
532775,GTL INFRASTRUCTURE LTD.,0.1,0.1,0.06
531431,SHAKTI PUMPS (INDIA) LTD.-$,-15.4,-35.75,-74.2
532808,Pearl Global Industries Limited,15.35,29,-20.1
540724,Prataap Snacks Ltd,14.35,21.4,-12.3
590066,K.C.P.LTD.,-2.45,-2.15,-4.2
500288,MOREPEN LABORATORIES LTD.,-0.26,0.12,-0.98
532406,AVANTEL LTD.,-0.4,-0.75,-3
543983,EMS Ltd,24.8,23.55,-12.8
541403,Dollar Industries Ltd,4.15,0.05,4.9
526951,Stylam Industries Limited,28.25,10.45,-5.2
524091,Carysil Ltd,4.75,-20.05,50.85
500201,INDIA GLYCOLS LTD.,3.05,5.7,-1.3
500186,HINDUSTAN OIL EXPLORATION CO.LTD.,2.1,4.15,-10.45
543992,Yatra Online Ltd,1.7,-0.6,2.05
539686,K.P. Energy Ltd,-12.95,-8.05,9
532983,RPG LIFE SCIENCES LTD.,-13.4,-15.95,21.7
543591,Dreamfolks Services Ltd,1.2,-0.6,-7.5
532663,Sasken Technologies Ltd,13.6,26.95,-41.25
519156,VADILAL INDUSTRIES LTD.-$,58.05,76.3,-91.95
543389,Sigachi Industries Ltd,-0.69,-1.21,2.2
539678,Quick Heal Technologies Ltd,0.4,-9.35,-2.8
514167,GANESHA ECOSPHERE LTD.,3.85,5.3,-1.2
544042,Bajel Projects Ltd,-2,-3.5,-5.5
500227,JINDAL POLY FILMS LTD.,-4.9,-8.85,4.25
506235,ALEMBIC LTD.,-1.24,-0.54,1.17
543399,Tarsons Products Ltd,1.95,-0.5,-1.3
532960,Dhani Services Ltd,-0.49,-0.22,-2.14
511742,Ugro Capital Ltd,-9.6,-14.2,-4.25
513269,MAN INDUSTRIES (INDIA) LTD.-$,-17.95,-17.15,-15
531112,Balu Forge Industries Ltd,-0.8,-9.15,-3.45
506222,Styrenix Performance Materials Ltd,14.6,14.25,3.65
544029,Gandhar Oil Refinery (India) Ltd,0.5,-2.8,-6.9
543812,DIVGI TORQTRANSFER SYSTEMS Ltd,1.7,14.8,-10.1
523539,PRECISION WIRES INDIA LTD.,1.05,-2.1,-4.75
539199,SG Finserve Ltd,0.3,-2.15,3.3
509820,Huhtamaki India Ltd,1.35,9.95,-4
512267,MEDIA MATRIX WORLDWIDE LTD.,0.23,-0.43,-0.27
530135,Optiemus Infracom Ltd,15.65,10.35,-7.9
543386,Fino Payments Bank Ltd,1.8,1.45,2.65
532440,MPS LTD.,-4.8,1.05,22.25
540544,PSP Projects Ltd,12.6,11.25,-11.95
505412,WENDT (INDIA) LTD.,-72.4,-26.55,39.45
534809,PC JEWELLER LTD.,0.37,0.66,-0.44
514234,SANGAM (INDIA) LTD.,-0.7,4.25,-1.45
531508,EVEREADY INDUSTRIES INDIA LTD.,3.45,1.55,-2.85
524164,IOL CHEMICALS & PHARMACEUTICALS LTD.,-3.45,-2.25,-9.8
513349,AJMERA REALTY & INFRA INDIA LTD.,0.8,1.15,18.25
523261,VENKY'S (INDIA) LTD.,6.1,14.85,45.7
530555,PARAMOUNT COMMUNICATIONS LTD.-$,0.05,-2.25,-1.55
533263,ORIENT GREEN POWER COMPANY LTD.,-1.12,-1.03,-0.83
523694,APCOTEX INDUSTRIES LTD.,-2.5,-0.9,-2.4
500460,MUKAND LTD.,-0.45,-2.55,3.9
532705,JAGRAN PRAKASHAN LTD.,2,1.15,-2.6
500052,BHANSALI ENGINEERING POLYMERS LTD.-$,0.55,0.7,-1.75
541700,TCNS Clothing Co. Ltd,-1.5,-2.1,-11
506879,GUJARAT THEMIS BIOSYN LTD.,-1.8,2.7,-3.15
526881,63 Moons Technologies Ltd,-26.9,-26.9,-25.55
543689,Uniparts India Ltd,7.7,11,-11.2
541974,Manorama Industries Ltd,-48.55,-72.6,-10.2
501423,SHAILY ENGINEERING PLASTICS LTD.,-4.9,-6.65,-19.05
543283,Barbeque-Nation Hospitality Ltd,-8.85,-13.1,-0.95
526173,ANDREW YULE & COMPANY LTD.,0.25,-0.31,-1.56
524019,Kingfa Science & Technology (India) Ltd-$,-2.1,23.05,-45.05
530239,SUVEN LIFE SCIENCES LTD.,0.15,-1.25,-3
505192,SML ISUZU LIMITED,-6.95,-2.6,37.35
540136,HPL Electric & Power Ltd,-2.55,-0.8,-18.45
590013,XPRO INDIA LTD.,8.8,12.5,-0.4
503811,SIYARAM SILK MILLS LTD.-$,-4.05,-8.4,-7.3
500150,FOSECO INDIA LTD.,-6.4,-12.35,-36.7
540602,GTPL Hathway Ltd,-4.6,-5.95,-4.15
500412,THIRUMALAI CHEMICALS LTD.,0.35,10.05,3.7
542919,Artemis Medicare Services Ltd,7.1,11.1,-1.75
543974,Vishnu Prakash R Punglia Ltd,-0.9,-2.8,-3.8
500193,HLV Ltd,3.59,1.97,-0.16
543620,Insolation Energy Ltd,-10,-12.25,55.6
522241,M.M.FORGINGS LTD.-$,15.7,4,-0.9
543923,IKIO Lighting Ltd,-4.4,-3.2,-4.3
544004,IRM Energy Ltd,-4.8,-5.5,-19.3
531179,ARMAN FINANCIAL SERVICES LTD.,-32.5,-54.55,-69.6
543411,Hi-Tech Pipes Ltd,-3.7,-4.75,-6.2
522249,MAYUR UNIQUOTERS LTD.-$,-0.35,-5.75,14.8
543996,Updater Services Ltd,7.1,3.2,-10.9
544119,Rashi Peripherals Ltd,-4.1,-2.8,2.6
533104,GLOBUS SPIRITS LTD.,8.05,4.1,-0.9
533552,RUPA & COMPANY LTD.,1.45,-4.7,-1.7
523127,EIH ASSOCIATED HOTELS LTD.-$,29.7,32.65,-15.3
517206,LUMAX INDUSTRIES LTD.,27.85,-13.7,-32.4
539799,Bharat Wire Ropes Ltd,-3.35,-3.2,-3.2
543328,Krsnaa Diagnostics Ltd,-9.55,-20.3,-2.35
540710,Capacite Infraprojects Ltd,-2.95,-4.9,-7.55
522064,Honda India Power Products Ltd,-2.85,5.75,67.45
539594,Mishtann Foods Ltd,0.21,-0.13,-0.2
500314,ORIENTAL HOTELS LTD.,4.25,2.2,0.5
530131,UDAIPUR CEMENT WORKS LTD.,0.03,-0.28,-0.52
532348,SUBEX LTD.,0.18,0.43,-1.45
523618,DREDGING CORPORATION OF INDIA LTD.,-5.75,-0.5,-34.05
530199,THEMIS MEDICARE LTD.,1.85,-0.7,-1.55
506480,GOCL Corporation Ltd-$,-0.05,-2.1,51.55
541336,Indostar Capital Finance Ltd,0.85,6.8,2.35
543547,Ddev Plastiks Industries Ltd,-1.55,-3.45,-3.35
539841,Lancer Container Lines Ltd,-0.52,-2.12,-0.35
543331,Meghmani Organics Ltd,-0.66,-1.46,3.5
523445,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,4.85,-3.65,-37.2
540774,IFGL Refractories Ltd,-4.55,-5.35,-18.1
533303,BF INVESTMENT LTD.,-3.8,-14.35,-14.5
543419,Shriram Properties Ltd,-0.95,-1.7,-4
533121,Expleo Solutions Ltd,4.5,-18.55,-17
524332,BCL Industries Ltd-$,0.48,0.36,-2.06
509675,HIL LTD.,2.85,-14.25,-31.75
500215,AGRO TECH FOODS LTD.,33.05,21.75,-16.5
519183,ADF FOODS LTD.-$,-0.8,-1.3,-1.65
500068,DISA INDIA LTD.,-140.85,-249.65,145.05
526729,GOLDIAM INTERNATIONAL LTD.,9.45,4.6,-3.45
511551,Monarch Networth Capital Ltd,10.5,25.7,-17.45
539636,Precision Camshafts Ltd,-3.55,-6.5,-3.4
517544,CENTUM ELECTRONICS LTD.,42.5,204.55,-74.1
502330,Andhra Paper Ltd,13.95,26.8,-9
532834,CAMLIN FINE SCIENCES LTD.,1.9,1.3,-3.7
542333,RPSG Ventures Ltd,-6.7,-14.8,-7.55
532369,RAMCO INDUSTRIES LTD.,-0.6,-2.85,-8.4
532390,TAJGVK HOTELS & RESORTS LTD.,31.45,39.1,24.3
500365,Welspun Specialty Solutions Ltd,-0.15,-0.33,-0.48
505744,FEDERAL-MOGUL GOETZE (INDIA) LTD.,-1.9,-4.85,-3.7
531717,Vidhi Specialty Food Ingredients Ltd-$,25.35,28.3,-16.3
507747,TTK HEALTHCARE LTD.-$,-0.15,7.6,-1.3
543686,Sirca Paints India Ltd,-0.05,-2,-4.9
532708,GVK POWER & INFRASTRUCTURE LTD.,0.22,0.05,-0.39
532698,NITIN SPINNERS LTD.,7.7,10.55,-11.55
