SecurityCode,companyName,marketCapFull
539391,Acme Resources Ltd,154.7
500343,AMJ Land Holdings Ltd,154.86
512559,KOHINOOR FOODS LTD.,154.96
532376,MRO-TEK Realty Ltd,154.99
590075,LAMBODHARA TEXTILES LTD.-$,155.0
540702,Lasa Supergenerics Ltd,155.11
539773,Advik Capital Ltd,155.42
543645,Hindprakash Industries Ltd,156.05
524518,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,156.1
532806,AI CHAMPDANY INDUSTRIES LTD.,156.78
530585,SWASTIKA INVESTMART LTD.,156.86
502820,DCM LTD.,157.27
522165,INDSIL HYDRO POWER AND MANGANESE LTD.-$,157.3
532373,WEP SOLUTIONS LTD.,158.23
512608,BHANDARI HOSIERY EXPORTS LTD.,159.35
541144,Active Clothing Co Ltd,159.78
531569,SANJIVANI PARANTERAL LTD.,160.02
530077,FRESHTROP FRUITS LTD.,160.3
531746,PRAJAY ENGINEERS SYNDICATE LTD.,160.5
531237,DHRUVA CAPITAL SERVICES LTD.,161.05
531688,Prithvi Exchange (India) Ltd,161.53
543193,DJ Mediaprint & Logistics Ltd,161.98
533298,Surana Solar Limited,162.38
540332,Tanvi Foods (India) Ltd,162.72
543991,Techknowgreen Solutions Ltd,163.16
544074,Shri Balaji Valve Components Ltd,163.2
524828,BDH INDUSTRIES LTD.,164.11
516108,SOUTH INDIA PAPER MILLS LTD.,164.51
509692,INDIAN CARD CLOTHING CO.LTD.,165.04
533239,PRAKASH STEELAGE LTD.,165.2
520075,SAMKRG PISTONS & RINGS LTD.-$,165.28
500058,BIHAR SPONGE IRON LTD.,165.53
534060,PMC Fincorp Limited,165.56
540679,SMS Lifesciences India Ltd,166.37
526853,BILCARE LTD.-$,166.7
531215,RTS POWER CORPORATION LTD.,166.82
543229,Samrat Forgings Ltd,167.0
543543,B-Right Realestate Ltd,167.0
543208,Regis Industries Ltd,167.47
540652,Captain Technocast Ltd,167.75
530393,DB (INTERNATIONAL) STOCK BROKERS LTD.,168.0
504903,RATHI STEEL & POWER LTD.-$,168.47
522091,UNITED VAN DER HORST LTD.,169.78
523011,WEIZMANN LTD.,169.93
540192,LKP Securities Ltd,170.01
513548,SHARDA ISPAT LTD.,170.43
532773,GLOBAL VECTRA HELICORP LTD.,170.8
539196,Amba Enterprises Ltd,170.92
542367,Xelpmoc Design and Tech Ltd,171.66
535621,S V GLOBAL MILL LTD.,171.79
500319,INDIAN SUCROSE LTD.,173.21
530313,Kimia Biosciences Ltd,173.26
543828,Sudarshan Pharma Industries Ltd,173.27
544047,Siyaram Recycling Industries Ltd,173.44
532419,Smartlink Holdings Ltd,173.47
503162,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,173.5
500231,UMANG DAIRIES LTD.,173.83
512634,SAVERA INDUSTRIES LTD.,174.15
526025,Globus Constructors & Developers Limited,174.64
534732,Caspian Corporate Services Ltd,174.71
535667,INDIA FINSEC LTD.,174.77
539479,GTV Engineering Ltd,174.94
543943,Asarfi Hospital Ltd,175.13
540796,Ratnabhumi Developers Ltd,175.36
524444,Evexia Lifecare Ltd,175.41
526117,SHERVANI INDUSTRIAL SYNDICATE LTD.,175.73
532869,TARMAT LTD.,175.84
531175,BLS INFOTECH LTD.,176.39
532904,SUPREME INFRASTRUCTURE INDIA LTD.,176.42
539398,Vishal Bearings Ltd,176.43
590056,SALONA COTSPIN LTD.,176.75
505688,BHARAT GEARS LTD.,177.43
543916,Hemant Surgical Industries Ltd,177.48
543464,Maruti Interior Products Ltd,177.95
535566,KIFS FINANCIAL SERVICES LTD.,177.96
514030,DEEPAK SPINNERS LTD.-$,178.3
526654,THAKKERS DEVELOPERS LTD.,178.65
511018,Milgrey Finance & Investments Ltd,178.77
500234,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,178.8
532384,TYCHE INDUSTRIES LTD.,179.02
524824,BAL PHARMA LTD.,180.17
543346,Aashka Hospitals Ltd,180.55
538706,Ultracab (India) Ltd,181.4
531260,Refex Renewables & Infrastructure Ltd,181.5
532102,SBEC SUGAR LTD.,181.51
539227,Loyal Equipments Ltd,181.97
532656,FACOR ALLOYS LTD.,182.05
543236,Atam Valves Ltd,182.27
532879,SIR SHADI LAL ENTERPRISES LTD.,182.54
538896,Kanchi Karpooram Ltd,183.12
540709,Reliance Home Finance Ltd,183.17
537536,Denis Chem Lab Ltd,183.66
517449,MAGNA ELECTRO CASTINGS LTD.-$,184.05
533177,IL&FS Transportation Networks Ltd,184.22
500159,Metroglobal Limited,184.46
539979,Digjam Ltd,184.5
513693,KIC METALIKS LTD.,184.69
543997,Organic Recycling Systems Ltd,184.78
531273,RADHE DEVELOPERS (INDIA) LTD.,184.82
532637,MANGALAM DRUGS & ORGANICS LTD.,184.95
514138,SURYALATA SPINNING MILLS LTD.-$,184.97
543373,Shri Venkatesh Refineries Ltd,185.05
538732,Vibrant Global Capital Ltd,185.14
539447,Beardsell Ltd,185.55
539195,POCL Enterprises Ltd,186.18
507645,POLSON LTD.,186.33
511505,CAPITAL TRUST LTD.,186.52
505299,KPT Industries Ltd,186.98
511200,MUNOTH CAPITAL MARKET LTD.,187.01
536493,JK Agri Genetics Ltd,188.05
500313,OIL COUNTRY TUBULAR LTD.,188.32
500220,JASCH INDUSTRIES LTD.,188.44
532994,ARCHIDPLY INDUSTRIES LTD.,188.72
532759,Atlantaa Ltd,189.0
532357,MUKTA ARTS LTD.,189.72
540615,7NR Retail Ltd,191.01
523309,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.,191.67
514175,VARDHMAN POLYTEX LTD.,192.84
542020,AKI India Ltd,193.09
513554,MAHAMAYA STEEL INDUSTRIES LTD.,193.35
540686,Smruthi Organics Ltd,193.39
514428,HINDUSTAN ADHESIVES LTD.,193.4
532801,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,193.54
531287,NATIONAL PLASTIC TECHNOLOGIES LTD.,193.69
541347,Parvati Sweetners and Power Ltd,193.74
542694,Parshva Enterprises Ltd,193.76
532351,AKSH OPTIFIBRE LTD.,194.42
524632,Shukra Pharmaceuticals Ltd,194.91
544082,New Swan Multitech Ltd,196.82
532481,NOIDA TOLL BRIDGE COMPANY LTD.,196.99
541445,Waa Solar Ltd,197.28
538795,Shree Ajit Pulp And Paper Ltd,197.31
532651,SPL INDUSTRIES LTD.,197.58
523384,MAHA RASHTRA APEX CORPORATION LTD.,198.03
514045,BSL LTD.,198.12
513536,Gujarat Natural Resources Limited,198.7
541161,KBC Global Ltd,199.18
505690,BRADY & MORRIS ENGINEERING CO.LTD.,199.8
533161,Emmbi Industries Ltd,200.87
543737,Aveer Foods Ltd,201.69
543937,Alphalogic Industries Ltd,201.75
512165,Abans Enterprises Ltd,202.97
543615,Silicon Rental Solutions Ltd,203.13
516003,Duroply Industries Ltd,205.5
530315,HINDUSTAN TIN WORKS LTD.-$,205.55
535693,BRAHMAPUTRA INFRASTRUCTURE LTD.,205.74
539346,Sadbhav Infrastructure Project Ltd,207.11
543616,Trident Lifeline Ltd,207.56
544079,Digidrive Distributors Ltd,207.69
526717,HCP Plastene Bulkpack Ltd,208.16
504840,KAIRA CAN CO.LTD.,208.57
544112,Jasch Gauging Technologies Ltd,208.79
532771,JHS SVENDGAARD LABORATORIES LTD.,209.4
526125,BN Holdings Ltd,209.55
533343,LOVABLE LINGERIE LTD.,209.57
500083,CENTURY EXTRUSIONS LTD.,210.8
533400,Future Consumer Ltd,211.69
507580,IVP LTD.,211.69
524598,AKSHARCHEM (INDIA) LTD.-$,212.11
532829,Lehar Footwears Ltd,212.23
526747,PG FOILS LTD.,212.31
505850,MANGAL CREDIT AND FINCORP LTD.,212.45
532878,ALPA LABORATORIES LTD.,212.8
531540,MARUTI INFRASTRUCTURE LTD.,213.13
512161,Securekloud Technologies Ltd,213.49
513353,COCHIN MINERALS & RUTILE LTD.-$,214.89
532989,BAFNA PHARMACEUTICALS LTD.,215.27
532986,NIRAJ CEMENT STRUCTURALS LTD.,215.43
542231,Nila Spaces Ltd,215.46
531489,CG-VAK SOFTWARE & EXPORTS LTD.,215.57
517236,CALCOM VISION LTD.,216.65
505681,BIMETAL BEARINGS LTD.-$,216.65
530741,OVOBEL FOODS LTD.,216.95
524687,BASANT AGRO TECH (INDIA) LTD.-$,217.05
531412,Radix Industries (India) Limited,217.75
511726,VIPUL LTD.,217.89
511108,SHIVA TEXYARN LTD.,217.9
532521,Palred Technologies Limited,218.11
538365,Incredible Industries Ltd,218.34
514165,INDIAN ACRYLICS LTD.,218.55
522650,BEMCO HYDRAULICS LTD.,218.57
532992,CHL LTD.,219.27
531556,CORAL INDIA FINANCE & HOUSING LTD.,219.85
532507,B.A.G.FILMS & MEDIA LTD.,219.89
530677,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,219.9
532290,BLB LTD.,219.92
533292,A2Z Infra Engineering Limited,220.15
500890,MODI RUBBER LTD.,220.36
540614,G G Engineering Ltd,220.75
539040,Tirupati Tyres Ltd,221.21
506074,Arshiya Limited,221.58
540954,The Indian Wood Products Company Ltd,223.2
523638,IP RINGS LTD.-$,223.73
539046,Manaksia Coated Metals & Industries Ltd,226.09
526397,ALPHAGEO (INDIA) LTD.-$,226.81
517393,VINTRON INFORMATICS LTD.,227.47
531306,DHP INDIA LTD.,228.0
532339,COMPUCOM SOFTWARE LTD.-$,228.36
538902,Dhunseri Tea & Industries Ltd,228.96
533941,THOMAS SCOTT (INDIA) LIMITED,229.69
517417,PATELS AIRTEMP (INDIA) LTD.,229.75
505693,La Tim Metal & Industries Ltd,230.5
542057,BCPL Railway Infrastructure Ltd,230.87
507779,KANPUR PLASTIPACK LTD.,231.84
514142,T T LTD.-$,232.61
539045,Manaksia Aluminium Company Ltd,232.65
508670,NEELAMALAI AGRO INDUSTRIES LTD.,232.91
511473,INDBANK MERCHANT BANKING SERVICES LTD.,233.47
543239,G M Polyplast Ltd,233.93
531161,ABM KNOWLEDGEWARE LTD.,234.03
509026,VJTF EDUSERVICES LTD.,234.08
500160,GTL LTD.,234.69
540078,Mitsu Chem Plast Ltd,234.81
541778,Deep Polymers Ltd,234.93
532604,S.A.L.STEEL LTD.,235.02
526445,INDRAYANI BIOTECH LTD.,235.62
531592,Genpharmasec Ltd,237.55
523283,SUPERHOUSE LTD.,238.08
522251,CENLUB INDUSTRIES LTD.,238.27
539314,Universal Autofoundry Ltd,238.74
543241,Veer Global Infraconstruction Ltd,238.78
508941,PANASONIC CARBON INDIA CO.LTD.-$,238.97
542862,Shahlon Silk Industries Ltd,239.51
543767,Bodhi Tree Multimedia Ltd,240.17
530245,ARYAMAN FINANCIAL SERVICES LTD.,240.59
532716,GILLANDERS ARBUTHNOT & CO.LTD.,240.74
539222,Growington Ventures India Ltd,240.83
533181,INTRASOFT TECHNOLOGIES LTD.,241.23
533108,BHILWARA TECHNICAL TEXTILES LTD.,241.37
512131,Signet Industries Limited,241.38
533261,EROS INTERNATIONAL MEDIA LTD.,241.61
532941,CORDS CABLE INDUSTRIES LTD.,241.81
530627,Vipul Organics Ltd,241.84
530589,PRIMA PLASTICS LTD.,242.0
511658,NETTLINX LTD.,242.61
531726,PANCHSHEEL ORGANICS LTD.,243.41
542233,Trejhara Solutions Ltd,245.25
531173,SYSCHEM (INDIA) LTD.,245.36
509486,CAPRIHANS INDIA LTD.-$,245.61
520021,OMAX AUTOS LTD.,245.96
500354,RAJSHREE SUGARS & CHEMICALS LTD.,246.03
526550,Country Club Hospitality & Holidays Ltd,246.83
531310,AVAILABLE FINANCE LTD.,246.93
543544,Jayant Infratech Ltd,247.18
506528,KELTECH ENERGIES LTD.,247.59
539255,Star Delta Transformers Ltd,248.24
526739,NARMADA GELATINES LTD.,248.64
523100,COSMO FERRITES LTD.-$,250.34
533014,SICAGEN INDIA LTD.,251.48
509048,LANCOR HOLDINGS LTD.,253.02
543470,Softtech Engineers Ltd,253.24
543636,Dc Infotech and Communication Ltd,253.56
536974,Captain Polyplast Ltd,254.41
530185,Surat Trade and Mercantile Ltd,254.71
517530,Surana Telecom And Power Limited,255.77
539310,Thinkink Picturez Ltd,255.84
533506,INVENTURE GROWTH & SECURITIES LTD.,256.2
539331,Veto Switchgears and Cables Ltd,256.33
538668,Naysaa Securities Ltd,257.05
512149,AVANCE TECHNOLOGIES LTD.,257.65
543376,Samor Reality Ltd,258.0
540079,Sprayking Agro Equipment Ltd,258.39
590072,SUNDARAM BRAKE LININGS LTD.,258.84
511589,Avonmore Capital & Management Services Limited,258.87
539399,Bella Casa Fashion & Retail Ltd,258.88
533227,ASIAN HOTELS (EAST) LTD.,260.15
519216,AJANTA SOYA LTD.,261.73
531373,THE BYKE HOSPITALITY LTD.,262.72
543513,Uma Exports Ltd,263.72
543715,Indiabulls Enterprises Ltd,264.38
522004,BATLIBOI LTD.-$,265.04
543364,Markolines Pavement Technologies Ltd,267.03
504786,INVESTMENT & PRECISION CASTINGS LTD.,267.5
532847,HILTON METAL FORGING LTD.,268.49
532951,GSS INFOTECH LTD.,269.3
533285,RDB REALTY & INFRASTRUCTURE LTD.,269.62
526981,Shri Bajrang Alliance Ltd,270.0
531550,JHAVERI CREDITS & CAPITAL LTD.,270.0
500023,Asian Hotels (North) Limited,270.4
532988,RANE ENGINE VALVE LTD.,271.29
519295,BAMBINO AGRO INDUSTRIES LTD.,272.22
526775,VALIANT COMMUNICATIONS LTD.-$,273.05
508875,Nitin Castings Ltd,273.52
543939,Kaka Industries Ltd,273.88
540738,Shreeji Translogistics Ltd,274.08
533252,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,274.58
532160,Gujarat State Financial Corporation,275.09
509020,RUCHI INFRASTRUCTURE LTD.,275.63
539112,SAB Industries Ltd,275.68
533287,ZEE LEARN LTD.,275.87
543901,Robust Hotels Ltd,276.49
539620,Kanoria Energy & Infrastructure Ltd,277.28
531069,VIJAY SOLVEX LTD.,277.29
533608,RDB RASAYANS LTD.,278.21
513511,PANCHMAHAL STEEL LTD.,278.54
538817,Captain Pipes Ltd,278.58
531771,Shraddha Prime Projects Ltd,279.98
513252,JAY USHIN LTD.,280.14
531548,SOMANY CERAMICS LTD.,281.08
502958,LAKSHMI MILLS COMPANY LTD.-$,281.85
507621,MILKFOOD LTD.,282.54
532411,VISESH INFOTECNICS LTD.,283.08
590025,GINNI FILAMENTS LTD.,283.87
532886,SEL MANUFACTURING COMPANY LTD.,283.9
531253,INDIA GELATINE & CHEMICALS LTD.-$,285.07
532894,INDOWIND ENERGY LTD.,285.51
539574,Sunshine Capital Ltd,286.33
505978,TRITON VALVES LTD.,286.35
531216,COMFORT INTECH LTD.-$,287.62
514450,MAHALAXMI RUBTECH LTD.,288.77
543614,Tips Films Ltd,289.35
543743,Sah Polymers Ltd,289.82
543268,DRC Systems India Ltd,289.97
534674,Ducon Infratechnologies Ltd,290.09
539407,Generic Engineering Construction and Projects Ltd,290.9
503804,SHRI DINESH MILLS LTD.-$,291.17
526169,MULTIBASE INDIA LTD.,292.03
513337,GUJARAT TOOLROOM LTD.,292.77
538942,Mercantile Ventures Ltd,292.89
532654,MCLEOD RUSSEL INDIA LTD.,294.15
504092,INDOKEM LTD.,294.56
500467,HARRISONS MALAYALAM LTD.,295.66
533452,Delphi World Money Ltd,296.06
533164,TEXMO PIPES & PRODUCTS LTD.,297.41
538476,Capital Trade Links Ltd,297.58
540735,IRIS Business Services Ltd,297.77
515037,MURUDESHWAR CERAMICS LTD.,299.67
540956,Bhatia Communications & Retail (India) Ltd,300.11
540901,Praxis Home Retail Ltd,301.78
532011,POOJA ENTERTAINMENT AND FILMS LTD.,302.75
543251,Ravinder Heights Ltd,303.19
533329,INDIAN TERRAIN FASHIONS LTD.,303.4
522017,FLUIDOMAT LTD.,303.6
532934,PPAP Automotive Limited,304.01
539275,Mangalam Seeds Ltd,304.15
517467,MARSONS LIMITED,304.22
514418,Mangalam Organics Limited,304.47
532893,VTM LTD.,305.41
509470,Bombay Oxygen Investments Ltd,306.01
530163,KERALA AYURVEDA LTD.,307.04
514036,LOYAL TEXTILE MILLS LTD.-$,308.25
534615,NORTH EASTERN CARRYING CORPORATION LTD.,308.88
500356,SHREE RAMA NEWSPRINT LTD.,309.06
507912,LKP Finance Limited,309.82
519152,VADILAL ENTERPRISES LTD.,310.56
512381,Starteck Finance Ltd,310.74
590057,Equippp Social Impact Technologies Ltd,310.83
532326,INTENSE TECHNOLOGIES LTD.-$,311.53
502015,ASI Industries Ltd,311.66
531041,COMPETENT AUTOMOBILES CO.LTD.,311.73
531400,ALMONDZ GLOBAL SECURITIES LTD.,312.34
526519,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,313.53
533007,LGB FORGE LTD.,314.19
505141,SCOOTERS INDIA LTD.,315.99
504093,PANASONIC ENERGY INDIA COMPANY LTD.-$,316.69
539991,Confidence Futuristic Energetech Ltd,317.38
526821,DAI-ICHI KARKARIA LTD.-$,318.99
542437,Anmol India Ltd,319.91
519299,PRIME INDUSTRIES LTD.,320.89
524654,NATURAL CAPSULES LTD.,321.31
511724,Baid Finserv Ltd,322.38
542628,Northern Spirits Ltd,322.39
538890,M.K. Exim (India) Ltd,322.53
532674,BANNARI AMMAN SPINNING MILLS LTD.,322.85
512296,BHAGYANAGAR INDIA LTD.,323.15
532016,Espire Hospitality Limited,324.21
533676,INDO THAI SECURITIES LTD.,324.4
539894,Madhav Infra Projects Ltd,324.58
539984,Hindusthan Urban Infrastructure Ltd,325.38
543930,Uravi T And Wedge Lamps Ltd,325.77
540401,Maximus International Ltd,326.37
540396,Manomay Tex India Ltd,326.95
504258,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,327.68
542579,Ashapuri Gold Ornament Ltd,327.73
522217,GUJARAT APOLLO INDUSTRIES LTD.,328.04
532707,DYNEMIC PRODUCTS LTD.,328.98
504351,EMPOWER INDIA LTD.,329.35
531035,Justride Enterprises Ltd,329.84
509051,INDIAN INFOTECH & SOFTWARE LTD.,329.99
500069,Quest Capital Markets Ltd,330.05
541352,Megastar Foods Ltd,330.22
519003,Modi Naturals Limited,330.65
532673,K.M.SUGAR MILLS LTD.,331.2
542753,Seacoast Shipping Services Ltd,331.29
543462,Dev Information Technology Ltd,331.9
517447,R.S.SOFTWARE INDIA LTD.,332.51
500284,LORDS CHLORO ALKALI LTD.,333.41
500223,JCT LTD.,334.31
532826,RAJ TELEVISION NETWORK LTD.,334.79
542729,DCM Nouvelle Ltd,335.27
532737,EMKAY GLOBAL FINANCIAL SERVICES LTD.,335.79
512437,APOLLO FINVEST (INDIA) LTD.,336.93
590104,Nippon India ETF Nifty Next 50 Junior BeES,337.2
538987,Talbros Engineering Ltd,338.27
509715,JAY SHREE TEA & INDUSTRIES LTD.,338.59
538607,Toyam Sports Ltd,338.62
514354,PREMIER POLYFILM LTD.,338.84
521163,ZODIAC CLOTHING CO.LTD.,338.96
539126,MEP Infrastructure Developers Ltd,339.38
505750,JOST'S ENGINEERING CO.LTD.,340.3
531739,GENNEX LABORATORIES LTD.,341.59
523586,INDIAN TONERS & DEVELOPERS LTD.-$,342.86
523660,WATERBASE LTD.,344.42
524037,RAMA PHOSPHATES LTD.,346.58
543264,Nureca Ltd,347.51
511208,IL&FS INVESTMENT MANAGERS LTD.,347.63
516016,SHREYANS INDUSTRIES LTD.-$,349.01
524731,JENBURKT PHARMACEUTICALS LTD.,349.09
531307,RRIL Ltd,349.1
543861,Udayshivakumar Infra Ltd,350.58
542852,Vishwaraj Sugar Industries Ltd,350.59
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,351.33
500464,Ucal  Ltd,352.49
533543,BROOKS LABORATORIES LTD.,353.28
500449,HINDUSTAN ORGANIC CHEMICALS LTD.,354.27
532543,GP Petroleums Limited,354.85
544023,Kalyani Cast-Tech Ltd,356.22
539986,Commercial Syn Bags Ltd,356.77
538119,R&B Denims Ltd,356.79
538715,Dhabriya Polywood Ltd,357.2
540757,Sheetal Cool Products Ltd,357.32
534680,SRG HOUSING FINANCE LTD.,358.74
514010,HIMACHAL FIBRES LTD.,358.8
532613,VIP Clothing Ltd,359.13
543811,Airan Ltd,360.81
543787,Macfos Ltd,361.37
504028,GEE LTD.,362.54
532853,ASAHI SONGWON COLORS LTD.,362.93
521018,MARAL OVERSEAS LTD.,363.32
532935,ARIES AGRO LTD.,363.67
532372,Virinchi Ltd,367.11
531168,ASSOCIATED CERAMICS LTD.,371.22
540393,Sarthak Metals Ltd,371.27
509162,INDAG RUBBER LTD.-$,372.36
532896,MAGNUM VENTURES LTD.,373.05
524634,ALUFLUORIDE LTD.,377.06
511754,SHALIBHADRA FINANCE LTD.,377.3
541353,Innovators Facade Systems Ltd,377.36
513532,PRADEEP METALS LTD.,380.2
539226,Rudra Global Infra Products Ltd,381.21
540404,Prime Fresh Ltd,381.95
500327,Pil Italica Lifestyle Ltd,382.35
543539,Modis Navnirman Ltd,384.08
509546,GRAVISS HOSPITALITY LTD.,385.25
504240,DELTON CABLES LTD.,385.99
532320,Vaarad Ventures Ltd,386.35
501831,COASTAL CORPORATION LTD.,389.75
500456,PASUPATI ACRYLON LTD.,390.05
532785,RUCHIRA PAPERS LTD.,390.37
524570,PODDAR PIGMENTS LTD.-$,390.66
532460,PONNI SUGARS (ERODE) LTD.,391.01
516022,STAR PAPER MILLS LTD.,391.77
523754,Mahindra EPC Irrigation Ltd,392.17
526217,Hitech Corporation Ltd-$,395.04
508933,AYM Syntex Ltd,395.59
507490,RANA SUGARS LTD.,397.28
500189,NDL Ventures Ltd,397.83
532341,IZMO Limited-$,397.94
523371,MAWANA SUGARS LTD.,398.99
517562,TRIGYN TECHNOLOGIES LTD.,399.14
532435,Sanmit Infra Limited,399.92
512527,SUPER SALES INDIA LTD.-$,400.37
539113,Paul Merchants Ltd,400.92
500166,GOODRICKE GROUP LTD.,401.76
500267,MAJESTIC AUTO LTD.-$,403.84
530129,NILE LTD.,404.33
543391,Suyog Gurbaxani Funicular Ropeways Ltd,404.63
537291,Nath Bio-Genes (India) Ltd,405.17
531638,SURAJ LTD.-$,405.85
543416,Zodiac Energy Ltd,406.3
541083,Inflame Appliances Ltd,407.43
531082,Alankit Ltd,408.47
532310,SHREE RAMA MULTI-TECH LTD.,409.08
532722,NITCO LTD.,410.96
543746,Eastern Logica Infoway Ltd,412.73
540693,Shish Industries Ltd,413.26
500259,LYKA LABS LTD.,413.63
526666,BHARTIYA INTERNATIONAL LTD.,413.9
500240,KINETIC ENGINEERING LTD.,414.42
512020,SARASWATI COMMERCIAL (INDIA) LTD.,415.67
533218,Emami Realty Ltd,416.28
542770,Alphalogic Techsys Ltd,416.63
542012,A-1 Acid Ltd,417.8
540570,Variman Global Enterprises Ltd,418.35
540395,Chemcrux Enterprises Ltd,418.42
517166,SPEL SEMICONDUCTOR LTD.,419.07
543624,Maagh Advertising and Marketing Services Ltd,420.77
511700,STANDARD CAPITAL MARKETS LTD.,421.89
500089,DIC INDIA LTD.,422.23
512393,SHARDUL SECURITIES LTD.,423.64
543324,Gretex Corporate Services Ltd,423.77
514286,ASHIMA LTD.,424.34
543713,Droneacharya Aerial Innovations Ltd,426.88
539518,Uday Jewellery Industries Ltd,427.22
500270,BARODA RAYON CORPORATION LTD.,427.64
507438,IFB AGRO INDUSTRIES LTD.,430.7
532344,SOFTSOL INDIA LTD.,431.1
539359,Pritika Auto Industries Ltd,431.53
500500,HINDUSTAN MOTORS LTD.,431.92
539289,Aurum PropTech Ltd,432.31
500367,RUBFILA INTERNATIONAL LTD.,435.28
544003,Plaza Wires Ltd,435.55
543363,Prevest Denpro Ltd,437.93
540952,Lorenzini Apparels Ltd,440.03
543917,Sigma Solve Ltd,441.26
532890,TAKE SOLUTIONS LTD.,443.06
532710,SADBHAV ENGINEERING LTD.,443.34
543986,South West Pinnacle Exploration Ltd,444.35
530299,KOTHARI PRODUCTS LTD.,444.97
522105,BIRLA PRECISION TECHNOLOGIES LTD.,446.13
506261,Modison Ltd-$,447.97
532039,ZENOTECH LABORATORIES LTD.,448.33
538685,Shemaroo Entertainment Ltd,448.52
530977,Shri Keshav Cements And Infra Ltd,450.5
555555,ICICI Prudential S&P BSE Sensex ETF,450.89
542933,Universus Photo Imagings Ltd,451.22
534064,ALLIANCE INTEGRATED METALIKS LTD.,452.89
532841,SAHYADRI INDUSTRIES LTD.,452.9
543449,Wonder Electricals Ltd,455.63
532807,Cineline India Limited,456.77
531889,Integrated Industries Ltd,457.0
543895,Exhicon Events Media Solutions Ltd,458.45
507315,SAKTHI SUGARS LTD.,459.35
505737,INTERNATIONAL COMBUSTION (INDIA) LTD.,459.81
523475,LOTUS CHOCOLATE CO.LTD.,460.35
543619,Concord Control Systems Ltd,461.81
523204,ABAN OFFSHORE LTD.,461.96
538598,Vishal Fabrics Ltd,462.41
523411,ADC India Communications Limited-$,468.03
505196,TIL LTD.,468.56
539730,Fredun Pharmaceuticals Ltd,468.61
532641,Nandan Denim Limited,472.23
511672,Scan Steels Limited,472.27
531862,BHARAT AGRI FERT & REALTY LTD.,472.63
530477,VIKRAM THERMO (INDIA) LTD.,476.01
500120,DIAMINES & CHEMICALS LTD.-$,477.67
533192,KCP SUGAR & INDUSTRIES CORPORATION LTD.,478.48
543531,Tierra Agrotech Ltd,478.67
500009,AMBALAL SARABHAI ENTERPRISES LTD.,478.88
521194,SIL INVESTMENTS LTD.,479.62
539276,Kaya Ltd,480.82
538920,Vintage Coffee And Beverages Ltd,480.9
537750,Kiran Vyapar Ltd,481.43
530377,NILA INFRASTRUCTURES LTD.,483.3
541929,Synergy Green Industries Ltd,483.88
506597,AMAL LTD.,484.68
526953,VENUS REMEDIES LTD.,484.82
535958,Integra Essentia Ltd,485.37
533260,CAREER POINT LTD.,486.02
539017,Star Housing Finance Ltd,488.07
526073,GALAXY BEARINGS LTD.,488.13
504058,INDO-NATIONAL LTD.,488.85
523391,NAHAR POLYFILMS LTD.,489.3
500213,INTERNATIONAL TRAVEL HOUSE LTD.-$,491.74
505854,TRF LTD.-$,491.93
503816,SWADESHI POLYTEX LTD.,492.26
512626,ORBIT EXPORTS LTD.,493.99
524717,TITAN BIOTECH LTD.,494.0
532408,MEGASOFT LTD.,494.26
523229,BHARAT SEATS LTD.-$,494.39
543327,Exxaro Tiles Ltd,495.06
515008,MODERN INSULATORS LTD.,495.25
532776,SHIVAM AUTOTECH LTD.,497.93
506414,Fermenta Biotech Ltd,497.97
540403,CL Educate Ltd,502.15
540492,Starlineps Enterprises Ltd,502.33
518075,SURAJ PRODUCTS LTD.,502.46
530919,REMSONS INDUSTRIES LTD.,502.78
530431,ADOR FONTECH LTD.-$,506.98
539997,Kwality Pharmaceuticals Ltd,511.49
530365,ORIENT BELL LIMITED-$,514.23
532980,GOKUL REFOILS & SOLVENT LTD.,514.77
500074,BPL LTD.,514.98
532952,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,515.7
541304,Indo Us Bio-Tech Ltd,517.04
526415,OK PLAY INDIA LTD.,517.14
522195,FRONTIER SPRINGS LTD.,517.48
514316,RAGHUVIR SYNTHETICS LTD.,520.22
524212,WANBURY LTD.,520.33
522029,WINDSOR MACHINES LTD.,521.47
530215,Kings Infra Ventures Limited,521.97
504959,STOVEC INDUSTRIES LTD.,523.24
541096,Bharat Parenterals Ltd,523.77
503722,BANSWARA SYNTEX LTD.-$,524.09
511766,MUTHOOT CAPITAL SERVICES LTD.,525.42
543910,AVG Logistics Ltd,529.12
532173,CYBERTECH SYSTEMS AND SOFTWARE LTD.,529.88
541400,Zim Laboratories Ltd,530.38
511066,SAKTHI FINANCE LTD.,530.59
539252,Shyam Century Ferrous Ltd,530.99
504176,HIGH ENERGY BATTERIES (INDIA) LTD.,531.96
533284,RPP INFRA PROJECTS LTD.,533.26
500402,SPML Infra Limited,533.86
